name2	chrom	f10.AMYGDALA_CTRL_1	f10.AMYGDALA_CTRL_2	f10.AMYGDALA_FEAR_1	f10.AMYGDALA_FEAR_2	f10.CORTEX_CTRL_1	f10.CORTEX_CTRL_2	f10.CORTEX_FEAR_1	f10.CORTEX_FEAR_2	f10.AMYGDALA_ERRB4_KO_1	f10.AMYGDALA_ERRB4_KO_2	f10.AMYGDALA_ERRB4_KO_3	f10.AMYGDALA_ERRB4_WT_1	f10.AMYGDALA_ERRB4_WT_2	f10.CORTEX_ERRB4_KO_1	f10.CORTEX_ERRB4_KO_2	f10.CORTEX_ERRB4_KO_3	f10.CORTEX_ERRB4_WT_1	f10.CORTEX_ERRB4_WT_2
Oaf	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630033O11Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim29	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pvrl1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Thy1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp2	chr9	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0
C1qtnf5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfrp	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf26	chr9	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Mcam	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbl	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Ccdc153	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzd3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrx1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hinfp	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
C2cd2l	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0
Dpagt1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
H2afx	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1
Hmbs	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Vps11	chr9	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Hyou1	chr9	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Slc37a4	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Mir7085	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc4	chr9	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Rps25	chr9	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Ccdc84	chr9	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Foxr1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upk2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9l	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx6	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Treh	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phldb1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcn1	chr9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Ift46	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Tmem25	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ttc36	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2a	chr9	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0
Atp5l	chr9	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0
Ube4a	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Cd3g	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd3d	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd3e	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Amica1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn2b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10684	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn4b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC049352	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7086	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il10ra	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss13	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003G13Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd6	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dscaml1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833428L15Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep164	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Bace1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Pcsk7	chr9	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Rnf214	chr9	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Tagln	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7087	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sidt2	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Pafah1b2	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Sik3	chr9	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0
Apoa1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoc3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoa4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoa5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpr1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Bud13	chr9	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4931429L15Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900052N01Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4791	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cadm1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Gm10677	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxpe2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxpe4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8884	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rexo2	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Rbm7	chr9	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0
Gm5617	chr9	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0
Nnmt	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb16	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Htr3a	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr3b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp28	chr9	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0
Zw10	chr9	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1
Tmprss5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4894	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankk1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc12	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11149	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncam1	chr9	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
2310003N18Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plet1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plet1os	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pts	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Bco2	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tex12	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il18	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhd	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1
Timm8b	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1
Pih1d2	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0
AU019823	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0
Dlat	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1
Dixdc1	chr9	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0
2310030G06Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryab	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspb2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110032A03Rik	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fdxacb1	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Alg9	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ppp2r1b	chr9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Sik2	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Layn	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833427G06Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir34c	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir34b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btg4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou2af1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm684	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810046K07Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap20	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Arhgap20os	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933407I05Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fdx1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rdx	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Gm6981	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Mir6244	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h12c	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0
AI593442	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1
Gm1715	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1
Ddx10	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Exph5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdelc2	chr9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
Mir130c	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930550C14Rik	chr9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Atm	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Npat	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Acat1	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Cul5	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Rab39	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
Slc35f2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sln	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmod1	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Tnfaip8l3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp19a1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gldn	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gldnos	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmxl2	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Sh2d7	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cib2	chr9	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Idh3a	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Acsbg1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja4	chr9	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
Mir5710	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr61	chr9	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0
Crabp1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ireb2	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Hykk	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Psma4	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0
AY074887	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0
Chrna5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2q2	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1
Fbxo22	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1
Nrg4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem266	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Etfa	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Isl2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scaper	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1
4930563M21Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7444	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcn2	chr9	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1
Pstpip1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan3	chr9	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1
Peak1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Hmg20a	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Lingo1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Odf3l1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx33	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Imp3	chr9	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1
Snupn	chr9	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1
Ptpn9	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Gm10658	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sin3a	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Man2c1	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0
Man2c1os	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0
Neil1	chr9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Commd4	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1700041C23Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trcg1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	chr9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4930430J02Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppcdc	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1
Scamp5	chr9	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0
Rpp25	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cox5a	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Fam219b	chr9	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mpi	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Scamp2	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0
Ulk3	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Cplx3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lman1l	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csk	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Cyp1a2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1a1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edc3	chr9	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Clk3	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Arid3b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubl7	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Sema7a	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Cyp11a1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16130	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc33	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stra6	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Islr	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Islr2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600029O15Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6385	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pml	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stoml1	chr9	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Loxl1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d21	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072B07Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930461G14Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030419C18Rik	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Cd276	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptn	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1
Rec114	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcn4	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Neo1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Adpgk	chr9	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bbs4	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Gm20199	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih1	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Tmem202	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexa	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Celf6	chr9	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1
Parp6	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Pkm	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0
Gramd2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp8	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Myo9a	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nr2e3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7616	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thsd4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230112J17Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc49	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0
Larp6	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Uaca	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5122	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933433G08Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I730028E13Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B930092H01Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle3	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rplp1	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Kif23	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Paqr5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glce	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir5133	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A730043L09Rik	chr9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Spesp1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32a	chr9	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0
Coro2b	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Itga11	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fem1b	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0
Cln6	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Calml4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10653	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pias1	chr9	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Skor1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k5	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Iqch	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Aagab	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Smad3	chr9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Smad6	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700055C04Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110036E04Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarletltr	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lctl	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zwilch	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rpl4	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Snord16a	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snapc5	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Uchl4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
